T [°R],Density [lbm/ft³],Viscosity [poise],Cp [BTU/lbm-°R],Conductivity [BTU/hr-ft-°F],Surface Tension [lbf/in],dHvap [BTU/lbm]
166.63326653306615,70.94035177064032,0.001913737781051081,0.4078499350422245,0.08517743477872819,7.52226710455e-05,90.63610589099162
166.98396793587176,70.88092846341921,0.0019043059201623823,0.4080028750375507,0.08501465512090567,7.52226710455e-05,90.55079338661554
167.33466933867737,70.82144695308439,0.0018949469428767602,0.4081582762770683,0.0848518780921587,7.52226710455e-05,90.46520339026165
167.68537074148298,70.7619075459905,0.0018856595838349839,0.40831609459292584,0.08468909991561542,7.52226710455e-05,90.37933236321079
168.0360721442886,70.7023084439399,0.001876442596273126,0.40847628581727213,0.08452631681440397,7.52226710455e-05,90.29317676674378
168.3867735470942,70.64264784936057,0.0018672947517182762,0.40863880578225587,0.08436352501165252,7.52226710455e-05,90.20673306214142
168.73747494989982,70.58292396530419,0.0018582148396911811,0.4088036103200259,0.08420072073048919,7.52226710455e-05,90.11999771068456
169.08817635270543,70.52313499544447,0.0018492016674155668,0.40897065526273063,0.0840379001940421,7.52226710455e-05,90.032967173654
169.43887775551104,70.46327914407557,0.0018402540595340415,0.40913989644251897,0.08387505962543944,7.52226710455e-05,89.94563791233057
169.78957915831666,70.4033546161106,0.0018313708578304307,0.40931128969153974,0.08371219524780933,7.52226710455e-05,89.8580063879951
170.14028056112227,70.34335961708037,0.0018225509209583975,0.4094847908419414,0.08354930328427991,7.52226710455e-05,89.77006906192842
170.49098196392788,70.2832923531321,0.0018137931241762168,0.4096603557258729,0.08338637995797932,7.52226710455e-05,89.68182239541132
170.8416833667335,70.2231510310286,0.0018050963590875637,0.40983794017548275,0.08322342149203572,7.52226710455e-05,89.59326284972465
171.19238476953907,70.16293385814726,0.001796459533388211,0.4100175000229198,0.08306042410957727,7.52226710455e-05,89.50438688614923
171.5430861723447,70.1026390424793,0.0017878815706184525,0.41019899110033275,0.08289738403373206,7.52226710455e-05,89.41519096596588
171.8937875751503,70.04226479262931,0.0017793614099211998,0.41038236923987026,0.08273429748762826,7.52226710455e-05,89.32567155045541
172.2444889779559,69.98180931781472,0.001770898005805578,0.41056759027368106,0.08257116069439402,7.52226710455e-05,89.23582510089867
172.59519038076152,69.92127082786554,0.0017624903279159136,0.4107546100339139,0.08240796987715748,7.52226710455e-05,89.14564807857644
172.94589178356713,69.86064753322412,0.0017541373608060166,0.4109433843527175,0.08224472125904679,7.52226710455e-05,89.05513694476959
173.29659318637275,69.79993764494532,0.001745838103718605,0.4111338690622405,0.08208141106319009,7.52226710455e-05,88.96428816075893
